ID Cliente;Nome Cliente;Segmento;Cidade;Estado;Pais;Mercado;Regiao
EJ-4155;Eva Jacobs;Consumidor;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
JH-6180;Justin Hirsh;Consumidor;Dakar;Dakar;Senegal;Africa;Africa
DK-3150;David Kendrick;Corporativo;Kherson;Kherson;Ukraine;EMEA;EMEA
XP-11865;Xylona Preis;Consumidor;Kirovohrad;Kirovohrad;Ukraine;EMEA;EMEA
KT-6480;Kean Thornton;Consumidor;Mahajanga;Boeny;Madagascar;Africa;Africa
MB-8085;Mick Brown;Consumidor;Budapest;Budapest;Hungary;EMEA;EMEA
AR-345;Alex Russell;Corporativo;Chingola;Copperbelt;Zambia;Africa;Africa
BD-1320;Bill Donatelli;Consumidor;Kerman;Kerman;Iran;EMEA;EMEA
DP-3165;David Philippe;Consumidor;Man;Dix-Huit Montagnes;Cote d'Ivoire;Africa;Africa
KD-6495;Keith Dawkins;Corporativo;Djougou;Donga;Benin;Africa;Africa
CK-2595;Clytie Kelty;Consumidor;Hamadan;Hamadan;Iran;EMEA;EMEA
SB-10170;Sarah Bern;Consumidor;Batna;Batna;Algeria;Africa;Africa
JJ-5760;Joel Jenkins;Outros;Tabuk;Tabuk;Saudi Arabia;EMEA;EMEA
GH-4485;Gene Hale;Corporativo;Regina;Saskatchewan;Canada;Canada;Canada
DB-3555;Dorothy Badders;Corporativo;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
LB-6795;Laurel Beltran;Outros;Vienna;Vienna;Austria;EMEA;EMEA
KT-6465;Kean Takahito;Consumidor;Mykolayiv;Mykolayiv;Ukraine;EMEA;EMEA
GA-4725;Guy Armstrong;Consumidor;Wadi as Sir;'Amman;Jordan;EMEA;EMEA
DK-3090;Dave Kipp;Consumidor;Ufa;Bashkortostan;Russia;EMEA;EMEA
SS-10590;Sonia Sunley;Consumidor;Kumasi;Ashanti;Ghana;Africa;Africa
SD-10485;Shirley Daniels;Outros;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
TS-21085;Thais Sissman;Consumidor;Tegucigalpa;Francisco Morazán;Honduras;LATAM;Central
RA-9945;Ryan Akin;Consumidor;Kano;Kano;Nigeria;Africa;Africa
JO-5145;Jack O'Briant;Corporativo;Antananarivo;Analamanga;Madagascar;Africa;Africa
LW-7215;Luke Weiss;Consumidor;Casablanca;Grand Casablanca;Morocco;Africa;Africa
RB-9645;Robert Barroso;Corporativo;Barika;Batna;Algeria;Africa;Africa
MV-7485;Mark Van Huff;Consumidor;Ndola;Copperbelt;Zambia;Africa;Africa
BW-1200;Ben Wallace;Consumidor;Khartoum;Khartoum;Sudan;Africa;Africa
CC-2610;Corey Catlett;Corporativo;Myslowice;Silesia;Poland;EMEA;EMEA
BD-1560;Brendan Dodson;Outros;Prague;Prague;Czech Republic;EMEA;EMEA
CS-2505;Cindy Stewart;Consumidor;Quelimane;Zambezia;Mozambique;Africa;Africa
VT-11700;Valerie Takahito;Outros;Burgas;Burgas;Bulgaria;EMEA;EMEA
MC-7845;Michael Chen;Consumidor;Katowice;Silesia;Poland;EMEA;EMEA
KH-6690;Kristen Hastings;Corporativo;Kharkiv;Kharkiv;Ukraine;EMEA;EMEA
VS-11820;Vivek Sundaresam;Consumidor;Zlatoust;Chelyabinsk;Russia;EMEA;EMEA
NF-8475;Neil Französisch;Outros;Bissau;Bissau;Guinea-Bissau;Africa;Africa
TB-11190;Thomas Brumley;Outros;Baghdad;Baghdad;Iraq;EMEA;EMEA
TS-11205;Thomas Seio;Corporativo;Ndola;Copperbelt;Zambia;Africa;Africa
TD-10995;Tamara Dahlen;Consumidor;Izmir;Izmir;Turkey;EMEA;EMEA
EB-3750;Edward Becker;Corporativo;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina;EMEA;EMEA
AH-690;Anna Häberlin;Corporativo;Cairo;Al Qahirah;Egypt;Africa;Africa
TB-11280;Toby Braunhardt;Consumidor;Bamako;Bamako;Mali;Africa;Africa
AM-705;Anne McFarland;Consumidor;Mazyr;Homyel';Belarus;EMEA;EMEA
BD-1620;Brian DeCherney;Consumidor;Arbil;Arbil;Iraq;EMEA;EMEA
KF-6285;Karen Ferguson;Outros;Bursa;Bursa;Turkey;EMEA;EMEA
BE-1335;Bill Eplett;Outros;Bouake;Vallee Du Bandama;Cote d'Ivoire;Africa;Africa
HA-4905;Helen Abelman;Consumidor;Hamadan;Hamadan;Iran;EMEA;EMEA
ND-8370;Natalie DeCherney;Consumidor;Timisoara;Timis;Romania;EMEA;EMEA
AA-645;Anna Andreadi;Consumidor;Algiers;Alger;Algeria;Africa;Africa
CC-2430;Chuck Clark;Outros;Quchan;Razavi Khorasan;Iran;EMEA;EMEA
PL-8925;Paul Lucas;Outros;Ahvaz;Khuzestan;Iran;EMEA;EMEA
SO-10335;Sean O'Donnell;Consumidor;Baghdad;Baghdad;Iraq;EMEA;EMEA
AY-555;Andy Yotov;Corporativo;Cairo;Al Qahirah;Egypt;Africa;Africa
JB-6000;Joy Bell-;Consumidor;Mecca;Makkah;Saudi Arabia;EMEA;EMEA
SN-10560;Skye Norling;Outros;Toronto;Ontario;Canada;Canada;Canada
AH-465;Amy Hunt;Consumidor;Stellenbosch;Western Cape;South Africa;Africa;Africa
HW-4935;Helen Wasserman;Corporativo;Hrodna;Hrodna;Belarus;EMEA;EMEA
MC-7425;Mark Cousins;Corporativo;Enugu;Enugu;Nigeria;Africa;Africa
BT-1680;Brian Thompson;Consumidor;Idfu;Aswan;Egypt;Africa;Africa
MG-7650;Matthew Grinstein;Outros;Roodepoort;Gauteng;South Africa;Africa;Africa
CB-2415;Christy Brittain;Consumidor;Baghdad;Baghdad;Iraq;EMEA;EMEA
CK-2760;Cyma Kinney;Corporativo;Thies Nones;Thies;Senegal;Africa;Africa
AG-330;Alex Grayson;Consumidor;Kassala;Kassala;Sudan;Africa;Africa
MK-8160;Mike Kennedy;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
NC-8625;Noah Childs;Corporativo;Nzerekore;Nzérékoré;Guinea;Africa;Africa
MO-7950;Michael Oakman;Consumidor;Fes;Fès-Boulemane;Morocco;Africa;Africa
HF-4995;Herbert Flentye;Consumidor;Diyarbakir;Diyarbakir;Turkey;EMEA;EMEA
SJ-10215;Sarah Jordon;Consumidor;K'ut'aisi;Imereti;Georgia;EMEA;EMEA
AO-810;Anthony O'Donnell;Corporativo;North York;Ontario;Canada;Canada;Canada
RM-9375;Raymond Messe;Consumidor;Vratsa;Vratsa;Bulgaria;EMEA;EMEA
MM-8055;Michelle Moray;Consumidor;Makhachkala;Dagestan;Russia;EMEA;EMEA
DN-3690;Duane Noonan;Consumidor;Richmond Hill;Ontario;Canada;Canada;Canada
EB-3930;Eric Barreto;Consumidor;Kryvyy Rih;Dnipropetrovs'k;Ukraine;EMEA;EMEA
NH-8610;Nicole Hansen;Corporativo;North York;Ontario;Canada;Canada;Canada
EL-3735;Ed Ludwig;Outros;Namangan;Namangan;Uzbekistan;EMEA;EMEA
PS-8760;Pamela Stobb;Consumidor;Kikwit;Bandundu;Democratic Republic of the Congo;Africa;Africa
ST-10530;Shui Tom;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
RH-9510;Rick Huthwaite;Outros;Amman;'Amman;Jordan;EMEA;EMEA
BD-1605;Brian Dahlen;Consumidor;Holon;Tel Aviv;Israel;EMEA;EMEA
SC-10440;Shaun Chance;Corporativo;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
CG-2040;Catherine Glotzbach;Outros;Kartal;Istanbul;Turkey;EMEA;EMEA
TG-11310;Toby Gnade;Consumidor;Bishkek;Bishkek;Kyrgyzstan;EMEA;EMEA
FO-4305;Frank Olsen;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
CS-1950;Carlos Soltero;Consumidor;Tanga;Tanga;Tanzania;Africa;Africa
LE-6810;Laurel Elliston;Consumidor;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
DR-2880;Dan Reichenbach;Corporativo;Baku;Baki;Azerbaijan;EMEA;EMEA
JR-5700;Jocasta Rupert;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
MS-7710;Maurice Satty;Consumidor;Baghdad;Baghdad;Iraq;EMEA;EMEA
PM-8940;Paul MacIntyre;Consumidor;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
AZ-750;Annie Zypern;Consumidor;Nampula;Nampula;Mozambique;Africa;Africa
AA-375;Allen Armold;Consumidor;Livingstone;Southern;Zambia;Africa;Africa
FM-4290;Frank Merwin;Outros;Gdansk;Pomerania;Poland;EMEA;EMEA
CR-2820;Cyra Reiten;Outros;Constantine;Constantine;Algeria;Africa;Africa
VB-11745;Victoria Brennan;Corporativo;Loubomo;Niari;Republic of the Congo;Africa;Africa
RH-19600;Rob Haberlin;Consumidor;Carol Stream;Illinois;United States;US;Central
KH-6330;Katharine Harms;Corporativo;Kharkiv;Kharkiv;Ukraine;EMEA;EMEA
ME-7725;Max Engle;Consumidor;Osh;Osh;Kyrgyzstan;EMEA;EMEA
FA-4230;Frank Atkinson;Corporativo;Donets'k;Donetsk;Ukraine;EMEA;EMEA
GM-4455;Gary Mitchum;Outros;Sincan;Ankara;Turkey;EMEA;EMEA
KH-6510;Keith Herrera;Consumidor;Johannesburg;Gauteng;South Africa;Africa;Africa
CD-2790;Cynthia Delaney;Outros;Port Elizabeth;Eastern Cape;South Africa;Africa;Africa
NB-8580;Nicole Brennan;Corporativo;Montréal;Quebec;Canada;Canada;Canada
CS-2250;Chris Selesnick;Corporativo;Benghazi;Banghazi;Libya;Africa;Africa
SP-10920;Susan Pistek;Consumidor;Angarsk;Irkutsk;Russia;EMEA;EMEA
TH-11100;Thea Hendricks;Consumidor;Sofia;Sofiya-Grad;Bulgaria;EMEA;EMEA
DC-3285;Debra Catini;Consumidor;Tamale;Northern;Ghana;Africa;Africa
CM-2655;Corinna Mitchell;Outros;Plovdiv;Plovdiv;Bulgaria;EMEA;EMEA
RF-9735;Roland Fjeld;Consumidor;Ahvaz;Khuzestan;Iran;EMEA;EMEA
LH-6750;Larry Hughes;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
JM-5265;Janet Molinari;Corporativo;Vancouver;British Columbia;Canada;Canada;Canada
CS-1845;Cari Sayre;Corporativo;Esenyurt;Istanbul;Turkey;EMEA;EMEA
CS-1860;Cari Schnelling;Consumidor;Plovdiv;Plovdiv;Bulgaria;EMEA;EMEA
BT-1485;Brad Thomas;Outros;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
KB-6240;Karen Bern;Corporativo;Moshi;Kilimanjaro;Tanzania;Africa;Africa
KB-6600;Ken Brennan;Corporativo;Poltava;Poltava;Ukraine;EMEA;EMEA
LS-7230;Lycoris Saunders;Consumidor;Niamey;Niamey;Niger;Africa;Africa
MS-7365;Maribeth Schnelling;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
BG-1740;Bruce Geld;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
HJ-4875;Heather Jas;Outros;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
LR-6915;Lena Radford;Consumidor;Turgutlu;Manisa;Turkey;EMEA;EMEA
JW-6075;Julia West;Consumidor;Marrakech;Marrakech-Tensift-El Haouz;Morocco;Africa;Africa
DJ-3420;Denny Joy;Corporativo;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
SP-10650;Stephanie Phelps;Corporativo;Shiraz;Fars;Iran;EMEA;EMEA
VM-21835;Vivian Mathis;Consumidor;Friedberg;Hesse;Germany;EU;Central
CM-1815;Candace McMahon;Corporativo;Mwanza;Mwanza;Tanzania;Africa;Africa
MH-8025;Michelle Huthwaite;Consumidor;Korhogo;Savanes;Cote d'Ivoire;Africa;Africa
RD-9480;Rick Duston;Consumidor;Meknes;Meknès-Tafilalet;Morocco;Africa;Africa
PW-9030;Pauline Webber;Corporativo;Osh;Osh;Kyrgyzstan;EMEA;EMEA
EB-4170;Evan Bailliet;Consumidor;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
SM-10950;Suzanne McNair;Corporativo;Amol;Mazandaran;Iran;EMEA;EMEA
NP-8325;Naresj Patel;Consumidor;Zabol;Sistan Va Baluchestan;Iran;EMEA;EMEA
MP-8175;Mike Pelletier;Outros;Port Elizabeth;Eastern Cape;South Africa;Africa;Africa
CM-2160;Charles McCrossin;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
NP-8700;Nora Preis;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
BP-1185;Ben Peterman;Corporativo;Malatya;Malatya;Turkey;EMEA;EMEA
SW-10755;Steven Ward;Corporativo;Abidjan;Lagunes;Cote d'Ivoire;Africa;Africa
AC-450;Amy Cox;Consumidor;Newcastle;Kwazulu-natal;South Africa;Africa;Africa
SE-10110;Sanjit Engle;Consumidor;Mbuji-mayi;Kasai-Oriental;Democratic Republic of the Congo;Africa;Africa
BS-1365;Bill Shonely;Corporativo;Accra;Greater Accra;Ghana;Africa;Africa
RM-9750;Roland Murray;Consumidor;Warsaw;Masovia;Poland;EMEA;EMEA
BT-1395;Bill Tyler;Corporativo;Chitungwiza;Harare;Zimbabwe;Africa;Africa
BP-1155;Becky Pak;Consumidor;Edmonton;Alberta;Canada;Canada;Canada
GT-4635;Grant Thornton;Corporativo;Benghazi;Banghazi;Libya;Africa;Africa
CM-1935;Carlos Meador;Consumidor;Lusaka;Lusaka;Zambia;Africa;Africa
RE-9405;Ricardo Emerson;Consumidor;Ardabil;Ardabil;Iran;EMEA;EMEA
KS-6300;Karen Seio;Corporativo;Khorramabad;Lorestan;Iran;EMEA;EMEA
TS-11160;Theresa Swint;Corporativo;Accra;Greater Accra;Ghana;Africa;Africa
ML-7395;Marina Lichtenstein;Corporativo;Vlore;Vlorë;Albania;EMEA;EMEA
BF-1170;Ben Ferrer;Outros;Ndola;Copperbelt;Zambia;Africa;Africa
NS-8640;Noel Staavos;Corporativo;Sanandaj;Kordestan;Iran;EMEA;EMEA
RB-9570;Rob Beeghly;Consumidor;Algiers;Alger;Algeria;Africa;Africa
FM-4380;Fred McMath;Consumidor;Kokshetau;Aqmola;Kazakhstan;EMEA;EMEA
AG-300;Aleksandra Gannaway;Corporativo;Lagos;Lagos;Nigeria;Africa;Africa
SW-10350;Sean Wendt;Outros;Baghdad;Baghdad;Iraq;EMEA;EMEA
JR-6210;Justin Ritter;Corporativo;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
MD-7350;Maribeth Dona;Consumidor;Kigali;Kigali;Rwanda;Africa;Africa
ML-7755;Max Ludwig;Outros;Soweto;Gauteng;South Africa;Africa;Africa
HA-4920;Helen Andreada;Consumidor;Jerusalem;Jerusalem;Israel;EMEA;EMEA
AS-45;Aaron Smayling;Corporativo;Cape Town;Western Cape;South Africa;Africa;Africa
BF-1215;Benjamin Farhat;Outros;Bulawayo;Bulawayo;Zimbabwe;Africa;Africa
LH-6900;Lena Hernandez;Consumidor;Luanda;Luanda;Angola;Africa;Africa
DP-3390;Dennis Pardue;Outros;Johannesburg;Gauteng;South Africa;Africa;Africa
DH-3075;Dave Hallsten;Corporativo;Mombasa;Coast;Kenya;Africa;Africa
HM-4860;Harry Marie;Corporativo;Oradea;Bihor;Romania;EMEA;EMEA
SB-10185;Sarah Brown;Consumidor;Safi;Doukkala-Abda;Morocco;Africa;Africa
RF-9840;Roy Französisch;Consumidor;Qarshi;Qashqadaryo;Uzbekistan;EMEA;EMEA
SV-10935;Susan Vittorini;Consumidor;Tangerang;Jawa Barat;Indonesia;APAC;Southeast Asia
CS-2355;Christine Sundaresam;Consumidor;Pretoria;Gauteng;South Africa;Africa;Africa
GM-4695;Greg Maxwell;Corporativo;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
AT-435;Alyssa Tate;Outros;Dire Dawa;Dire Dawa;Ethiopia;Africa;Africa
MC-8130;Mike Caudle;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
FP-4320;Frank Preis;Consumidor;Termez;Surxondaryo;Uzbekistan;EMEA;EMEA
DK-3225;Dean Katz;Corporativo;Medina;Al Madinah;Saudi Arabia;EMEA;EMEA
VG-11790;Vivek Gonzalez;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
LF-7185;Luke Foster;Consumidor;Lubumbashi;Katanga;Democratic Republic of the Congo;Africa;Africa
NC-8535;Nick Crebassa;Corporativo;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
DB-3405;Denny Blanton;Consumidor;Drobeta-Turnu Severin;Mehedinti;Romania;EMEA;EMEA
MH-8115;Mick Hernandez;Outros;Bo;Southern;Sierra Leone;Africa;Africa
SA-10830;Sue Ann Reed;Consumidor;Bandirma;Balikesir;Turkey;EMEA;EMEA
JK-5640;Jim Kriz;Outros;Kryvyy Rih;Dnipropetrovs'k;Ukraine;EMEA;EMEA
VF-11715;Vicky Freymann;Outros;Kananga;Kasai-Occidental;Democratic Republic of the Congo;Africa;Africa
VW-11775;Victoria Wilson;Corporativo;Prague;Prague;Czech Republic;EMEA;EMEA
SN-10710;Steve Nguyen;Outros;Vienna;Vienna;Austria;EMEA;EMEA
MS-7980;Michael Stewart;Corporativo;Voronezh;Voronezh;Russia;EMEA;EMEA
AD-180;Alan Dominguez;Outros;Elazig;Elazig;Turkey;EMEA;EMEA
MC-8100;Mick Crebagga;Consumidor;Khorramabad;Lorestan;Iran;EMEA;EMEA
JB-5925;Joni Blumstein;Consumidor;Shkoder;Shkodër;Albania;EMEA;EMEA
JC-5340;Jasper Cacioppo;Consumidor;Niamey;Niamey;Niger;Africa;Africa
MF-7665;Maureen Fritzler;Corporativo;Kerman;Kerman;Iran;EMEA;EMEA
RP-9270;Rachel Payne;Corporativo;Bishkek;Bishkek;Kyrgyzstan;EMEA;EMEA
PF-9120;Peter Fuller;Consumidor;Vienna;Vienna;Austria;EMEA;EMEA
DK-2895;Dana Kaydos;Consumidor;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
RW-9630;Rob Williams;Corporativo;Natitingou;Atakora;Benin;Africa;Africa
TM-11490;Tony Molinari;Consumidor;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
Co-2640;Corey-Lock;Consumidor;Agadir;Souss-Massa-Draâ;Morocco;Africa;Africa
EM-3810;Eleni McCrary;Corporativo;Nizhyn;Chernihiv;Ukraine;EMEA;EMEA
JK-6090;Juliana Krohn;Consumidor;Lagos;Lagos;Nigeria;Africa;Africa
JH-5430;Jennifer Halladay;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
AR-405;Allen Rosenblatt;Corporativo;Dnipropetrovs'k;Dnipropetrovs'k;Ukraine;EMEA;EMEA
TZ-11580;Tracy Zic;Consumidor;Ashgabat;Ashgabat;Turkmenistan;EMEA;EMEA
BG-1035;Barry Gonzalez;Consumidor;Panevezys;Panevezys;Lithuania;EMEA;EMEA
PS-9045;Penelope Sewall;Outros;Prague;Prague;Czech Republic;EMEA;EMEA
MS-7770;Maxwell Schwartz;Consumidor;Andijon;Andijan;Uzbekistan;EMEA;EMEA
SS-10875;Sung Shariari;Consumidor;Lagos;Lagos;Nigeria;Africa;Africa
DB-2970;Darren Budd;Corporativo;Bertoua;Est;Cameroon;Africa;Africa
SS-10515;Shirley Schmidt;Outros;Ad Diwem;White Nile;Sudan;Africa;Africa
AW-930;Arthur Wiediger;Outros;Arbil;Arbil;Iraq;EMEA;EMEA
PK-8910;Paul Knutson;Outros;Qostanay;Qostanay;Kazakhstan;EMEA;EMEA
GM-4440;Gary McGarr;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
CY-2745;Craig Yedwab;Corporativo;Casablanca;Grand Casablanca;Morocco;Africa;Africa
RW-9690;Robert Waldorf;Consumidor;Sanandaj;Kordestan;Iran;EMEA;EMEA
CC-2100;Chad Cunningham;Outros;Oran;Oran;Algeria;Africa;Africa
KD-6345;Katherine Ducich;Consumidor;Luanda;Luanda;Angola;Africa;Africa
KN-6390;Katherine Nockton;Corporativo;Dayr az Zawr;Dayr Az Zawr;Syria;EMEA;EMEA
GT-4710;Greg Tran;Consumidor;Miass;Chelyabinsk;Russia;EMEA;EMEA
TS-11085;Thais Sissman;Consumidor;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
RR-9525;Rick Reed;Corporativo;Tychy;Silesia;Poland;EMEA;EMEA
MT-7815;Meg Tillman;Consumidor;Arak;Markazi;Iran;EMEA;EMEA
JA-5970;Joseph Airdo;Consumidor;Libreville;Estuaire;Gabon;Africa;Africa
CB-2535;Claudia Bergmann;Corporativo;Benin City;Edo;Nigeria;Africa;Africa
AP-720;Anne Pryor;Outros;Balmazujvaros;Hajdu-Bihar;Hungary;EMEA;EMEA
SP-10860;Sung Pak;Corporativo;Mohammedia;Grand Casablanca;Morocco;Africa;Africa
IL-5100;Ivan Liston;Consumidor;Al Hillah;Babil;Iraq;EMEA;EMEA
VD-11670;Valerie Dominguez;Consumidor;Bursa;Bursa;Turkey;EMEA;EMEA
EH-3765;Edward Hooks;Corporativo;Tarsus;Mersin;Turkey;EMEA;EMEA
BS-1755;Bruce Stewart;Consumidor;Port Harcourt;Rivers;Nigeria;Africa;Africa
HL-5040;Hunter Lopez;Consumidor;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
CA-2310;Christine Abelman;Corporativo;Mosul;Ninawa;Iraq;EMEA;EMEA
AC-420;Alyssa Crouse;Corporativo;Basra;Al Basrah;Iraq;EMEA;EMEA
CC-2145;Charles Crestani;Consumidor;Nairobi;Nairobi;Kenya;Africa;Africa
KB-6585;Ken Black;Corporativo;Mosul;Ninawa;Iraq;EMEA;EMEA
JG-5115;Jack Garza;Consumidor;Dakar;Dakar;Senegal;Africa;Africa
GK-4620;Grace Kelly;Corporativo;Khouribga;Chaouia-Ouardigha;Morocco;Africa;Africa
FW-4395;Fred Wasserman;Corporativo;Yaounde;Centre;Cameroon;Africa;Africa
VM-11685;Valerie Mitchum;Outros;Luhans'k;Luhans'k;Ukraine;EMEA;EMEA
RB-9360;Raymond Buch;Consumidor;Nairobi;Nairobi;Kenya;Africa;Africa
AG-495;Andrew Gjertsen;Corporativo;Windhoek;Khomas;Namibia;Africa;Africa
IM-5070;Irene Maddox;Consumidor;Shiraz;Fars;Iran;EMEA;EMEA
MC-7635;Matthew Clasen;Corporativo;Cairo;Al Qahirah;Egypt;Africa;Africa
SH-10635;Stefanie Holloman;Corporativo;Chisinau;Chisinau;Moldova;EMEA;EMEA
KC-6540;Kelly Collister;Consumidor;Balti;Balti;Moldova;EMEA;EMEA
QJ-9255;Quincy Jones;Corporativo;Izmir;Izmir;Turkey;EMEA;EMEA
JK-5325;Jason Klamczynski;Corporativo;Mombasa;Coast;Kenya;Africa;Africa
AI-855;Arianne Irving;Consumidor;Kahramanmaras;Kahramanmaras;Turkey;EMEA;EMEA
SC-10095;Sanjit Chand;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
CT-1995;Carol Triggs;Consumidor;Donets'k;Donetsk;Ukraine;EMEA;EMEA
PJ-8835;Patrick Jones;Corporativo;Calabar;Cross River;Nigeria;Africa;Africa
JM-6195;Justin MacKendrick;Consumidor;Baghdad;Baghdad;Iraq;EMEA;EMEA
CV-2295;Christina VanderZanden;Consumidor;Astana;Astana;Kazakhstan;EMEA;EMEA
DB-3120;David Bremer;Corporativo;Hamilton;Ontario;Canada;Canada;Canada
NL-8310;Nancy Lomonaco;Outros;Asyut;Asyut;Egypt;Africa;Africa
BB-1545;Brenda Bowman;Corporativo;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
BV-1245;Benjamin Venier;Corporativo;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
BS-1380;Bill Stewart;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
KA-6525;Kelly Andreada;Consumidor;Voronezh;Voronezh;Russia;EMEA;EMEA
RB-9795;Ross Baird;Outros;Chisinau;Chisinau;Moldova;EMEA;EMEA
EP-3915;Emily Phan;Consumidor;Huambo;Huambo;Angola;Africa;Africa
JS-5595;Jill Stevenson;Corporativo;Istanbul;Istanbul;Turkey;EMEA;EMEA
JE-5610;Jim Epp;Corporativo;Lagos;Lagos;Nigeria;Africa;Africa
CJ-1875;Carl Jackson;Corporativo;Konya;Konya;Turkey;EMEA;EMEA
TH-11550;Tracy Hopkins;Outros;Kisangani;Orientale;Democratic Republic of the Congo;Africa;Africa
HR-4830;Harold Ryan;Corporativo;Guelma;Guelma;Algeria;Africa;Africa
KC-6675;Kimberly Carter;Corporativo;Malatya;Malatya;Turkey;EMEA;EMEA
LS-7200;Luke Schmidt;Corporativo;Ostrava;Moravian-Silesian;Czech Republic;EMEA;EMEA
DL-2925;Daniel Lacy;Consumidor;Mecca;Makkah;Saudi Arabia;EMEA;EMEA
WB-11850;William Brown;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
SJ-10500;Shirley Jackson;Consumidor;K'ut'aisi;Imereti;Georgia;EMEA;EMEA
DF-3135;David Flashing;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
SZ-10035;Sam Zeldin;Outros;Tehran;Tehran;Iran;EMEA;EMEA
CK-2205;Chloris Kastensmidt;Consumidor;Gaziantep;Gaziantep;Turkey;EMEA;EMEA
TM-11010;Tamara Manning;Consumidor;Kulob;Khatlon;Tajikistan;EMEA;EMEA
FC-4335;Fred Chung;Corporativo;Javanrud;Kermanshah;Iran;EMEA;EMEA
GB-4530;George Bell;Corporativo;Klagenfurt;Carinthia;Austria;EMEA;EMEA
BF-1275;Beth Fritzler;Corporativo;Bursa;Bursa;Turkey;EMEA;EMEA
NB-8655;Nona Balk;Corporativo;Izmir;Izmir;Turkey;EMEA;EMEA
EH-3990;Erica Hackney;Consumidor;Kisangani;Orientale;Democratic Republic of the Congo;Africa;Africa
SP-10545;Sibella Parks;Corporativo;Nairobi;Nairobi;Kenya;Africa;Africa
Dp-3240;Dean percer;Outros;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
LW-6825;Laurel Workman;Corporativo;Zahedan;Sistan Va Baluchestan;Iran;EMEA;EMEA
EN-3780;Edward Nazzal;Consumidor;Ivanovo;Ivanovo;Russia;EMEA;EMEA
TZ-11445;Tom Zandusky;Corporativo;Galati;Galati;Romania;EMEA;EMEA
KD-6615;Ken Dana;Corporativo;Beni Mellal;Tadla-Azilal;Morocco;Africa;Africa
LD-7005;Lisa DeCherney;Consumidor;Rasht;Gilan;Iran;EMEA;EMEA
CL-1890;Carl Ludwig;Consumidor;Limbe;Sud-Ouest;Cameroon;Africa;Africa
HG-4965;Henry Goldwyn;Corporativo;London;Ontario;Canada;Canada;Canada
BO-1350;Bill Overfelt;Corporativo;Niamey;Niamey;Niger;Africa;Africa
YC-11895;Yoseph Carroll;Corporativo;Edmonton;Alberta;Canada;Canada;Canada
JM-5535;Jessica Myrick;Consumidor;Jerusalem;Jerusalem;Israel;EMEA;EMEA
RA-9885;Ruben Ausman;Corporativo;Poltava;Poltava;Ukraine;EMEA;EMEA
KM-6660;Khloe Miller;Consumidor;Malatya;Malatya;Turkey;EMEA;EMEA
DW-3585;Dorothy Wardle;Corporativo;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
TS-11655;Trudy Schmidt;Consumidor;Dakar;Dakar;Senegal;Africa;Africa
RK-9300;Ralph Kennedy;Consumidor;Nairobi;Nairobi;Kenya;Africa;Africa
